"Story","Title","Result","Date","Stability","Duration (s)"
"Tests from the jobs section on the page https://www.choucairtesting.com/","Verify keyword and location search","SUCCESS","2021-04-01T20:42:14.871-05:00[America/Bogota]","0.0","51.68"
